Date,Ref No,Outlet,Point of Sales,Cashier,Membership No,Category,Item No,Item Name,Group,Sub-Group,Qty,Nett Sales,Hdr Remark,Line Remark,Line Info
2024-08-30,OR24083000510015,DORS,DO-P1,DF0025,WALK-IN,ALL THAT JAZZ,ATJZ100014,Ruffle black&gold L,FASHION APPAREL,TOP,1,186.6,,,LOCAL/PR
2024-08-30,OR24083000520002,DORS,DO-P2,DF0015,DO2100223616,KELLY SER ATELIER,KELA100054,Bamboo Coffee Cup: Not Just a Little Red Dot  470ml,SMALL HOME FURNISHING,CUP,1,17.9,,,LOCAL/PR
2024-08-30,OR24083000520002,DORS,DO-P2,DF0015,DO2100223616,KELLY SER ATELIER,KELA100055,Bamboo Coffee Cup: Singapore Collage  470ml,SMALL HOME FURNISHING,CUP,1,17.9,,,LOCAL/PR
2024-08-30,OR24083000520002,DORS,DO-P2,DF0015,DO2100223616,PHOTO PHACTORY,PHPH100329,Travel BUNDLE SET- BLACK SHOPHOUSE  ,SMALL HOME FURNISHING,SET,1,42,,,LOCAL/PR
2024-08-30,OR24083000520002,DORS,DO-P2,DF0015,DO2100223616,PHOTO PHACTORY,PHPH100331,Travel BUNDLE SET- PERANAKAN TILES-AZURE ,SMALL HOME FURNISHING,SET,1,42,,,LOCAL/PR
2024-08-30,OR24083000510016,DORS,DO-P1,DF0001,DO1100232225,STRAIT LIGHTS,STRL100032,Botanic Gardens Strait Scenes Bracelet - 16cm,FASHION ACCESSORIES,BRACELET,1,48,,,EXPATS
2024-08-30,OR24083000510016,DORS,DO-P1,DF0001,DO1100232225,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Expats
2024-08-30,OR24083000510017,DORS,DO-P1,DF0001,WALK-IN,CERAMICS BY JAS,CBYJ100026, Flower Tealight Holders Decor Green S,GIFTING,GIFTING,1,14.04,,,TOURIST
2024-08-30,OR24083000510018,DORS,DO-P1,DF0001,DO1100232226,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-30,OR24083000510018,DORS,DO-P1,DF0001,DO1100232226,SINGLAPA,SILA100130,[Singlapa] Yellow Porcelain Beeswax Wrap,SMALL HOME FURNISHING,TABLEWARE,1,15.9,,,LOCAL/PR
2024-08-30,OR24083000510019,DORS,DO-P1,DF0001,DO1100232227,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-30,OR24083000510019,DORS,DO-P1,DF0001,DO1100232227,THE ANIMAL PROJECT,AMPJ100188,Keychain Macaw  ,GIFTING / STATIONERY,STATIONERY,1,15,,,LOCAL/PR
2024-08-30,OR24083000510019,DORS,DO-P1,DF0001,DO1100232227,THE ANIMAL PROJECT,AMPJ100158,Pouch Bird Collage  ,FASHION ACCESSORIES,BAG,1,25,,,LOCAL/PR
2024-08-30,OR24083000520003,DORS,DO-P2,DF0015,WALK-IN,SINGLAPA,SILA100059,[Singlapa] Peranakan Teapot Pouch,FASHION ACCESSORIES,BAG,1,27.9,,,TOURIST
2024-08-30,OR24083000510020,DORS,DO-P1,DF0001,DO1100227371,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,38.41,,,LOCAL/PR
2024-08-30,OR24083000510021,DORS,DO-P1,DF0001,WALK-IN,CLEAN FOLKS CLUB,FOLK100026,Kuih-muih Basket Soap,BEAUTY AND WELLNESS,SOAP,1,47,,,TOURIST
2024-08-30,OR24083000510022,DORS,DO-P1,DF0004,WEB00385,SCENT JOURNER,SJNR1000004,Dancing Blue Bees 10ml,BEAUTY AND WELLNESS,FRAGRANCE,1,46,,,LOCAL/PR
2024-08-30,OR24083000510024,DORS,DO-P1,DF0015,DO1100232228,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Expats
2024-08-30,OR24083000510026,DORS,DO-P1,DF0015,DO1100232229,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-30,OR24083000510026,DORS,DO-P1,DF0015,DO1100232229,MISEICO,MISE100025, MenoEase Elixir Find Comfort from Hot Flashes & PMS  10ml ,BEAUTY AND WELLNESS,SKINCARE,1,38,,,LOCAL/PR
2024-08-30,OR24083000510026,DORS,DO-P1,DF0015,DO1100232229,BOHEME SG,BOHE100257,Atlantis Plain Cuff,FASHION ACCESSORIES,EARRING,1,100,,,LOCAL/PR
2024-08-30,OR24083000510026,DORS,DO-P1,DF0015,DO1100232229,BOHEME SG,BOHE100099,Daun Earrings - Assorted,FASHION ACCESSORIES,EARRING,1,185,,,LOCAL/PR
2024-08-30,OR24083000510027,DORS,DO-P1,DF0015,WALK-IN,KELLY SER ATELIER,KELA100051,Bamboo Tray: Singapore Collage  36cm,SMALL HOME FURNISHING,TRAY,2,43.8,,,Local/PR
2024-08-30,OR24083000510028,DORS,DO-P1,DF0015,DO1100232230,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-30,OR24083000510028,DORS,DO-P1,DF0015,DO1100232230,THE ANIMAL PROJECT,AMPJ100189,Keychain Cockatoo  ,GIFTING / STATIONERY,STATIONERY,1,15,,,Local/PR
2024-08-30,OR24083000510028,DORS,DO-P1,DF0015,DO1100232230,THOMAS WEE,THWE00000,THOMAS WEE LADIES - OPEN ITEM,FASHION APPAREL,LADIES APPAREL,1,360,,BLACK LONG PANTS - WIDE LEG,LOCAL/PR
2024-08-30,OR24083000510029,DORS,DO-P1,DF0015,DO1100232231,PETER KOR,PKOR100204,PK 0039 BL Blue 42,FASHION APPAREL,LADIES TOP,1,35.7,,,TOURIST
2024-08-30,OR24083000510029,DORS,DO-P1,DF0015,DO1100232231,EMVY,EMVY100299,Cloud Soft Touch Modal Wide-leg Pant Navy Blue L,FASHION APPAREL,LADIES BOTTOM,1,140.61,,,TOURIST
2024-08-30,OR24083000510029,DORS,DO-P1,DF0015,DO1100232231,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-30,OR24083000510029,DORS,DO-P1,DF0015,DO1100232231,KELLY SER ATELIER,KELA100053,Placemat: Singapore Collage  45cm,SMALL HOME FURNISHING,PLACEMAT,2,13.8,,,TOURIST
2024-08-30,OR24083000510030,DORS,DO-P1,DF0009,WEB00318,CLEAN FOLKS CLUB,FOLK100026,Kuih-muih Basket Soap,BEAUTY AND WELLNESS,SOAP,1,47,,,LOCAL/PR
2024-08-30,OR24083000510030,DORS,DO-P1,DF0009,WEB00318,EVERYDAY CLUB,EDAY100094,Iron-on 3 - Patch,FASHION ACCESSORIES,BAG,1,13.08,,,LOCAL/PR
2024-08-30,OR24083000510030,DORS,DO-P1,DF0009,WEB00318,STRAIT LIGHTS,STRL100001,Orchard Candle 280G,SMALL HOME FURNISHING,CANDLE,1,58.35,,,LOCAL/PR
2024-08-30,OR24083000510031,DORS,DO-P1,DF0019,DO1100232232,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-30,OR24083000510032,DORS,DO-P1,DF0019,DO1100231482,ARTISAN OF SENSE,ARTS100034,No. 3 Deep Sleep Lavender Eucalyptus & Sage Essential Oil 10ml,BEAUTY AND WELLNESS,OIL,1,25,,,TOURIST
2024-08-30,OR24083000510033,DORS,DO-P1,DF0019,WALK-IN,ARTISAN OF SENSE,ARTS100011,Luxury 3 Candles Gift Set (Lavender Citrus Summer Rose),SMALL HOME FURNISHING,CANDLE,1,140,,,TOURIST
2024-08-30,OR24083000510033,DORS,DO-P1,DF0019,WALK-IN,ARTISAN OF SENSE,ARTS100056,Clay Diffuser 100g,SMALL HOME FURNISHING,DIFFUSER,1,30,,,TOURIST
2024-08-30,OR24083000510033,DORS,DO-P1,DF0019,WALK-IN,THE ANIMAL PROJECT,AMPJ100157,Pouch Hornbill  ,FASHION ACCESSORIES,BAG,1,25,,,TOURIST
2024-08-30,OR24083000510033,DORS,DO-P1,DF0019,WALK-IN,THE ANIMAL PROJECT,AMPJ100024,TRAVEL TUMBLER - PANDAS DRINKWARE Black,SMALL HOME FURNISHING,TABLEWARE,1,32,,,TOURIST
2024-08-30,OR24083000510034,DORS,DO-P1,DF0019,WALK-IN,THE ANIMAL PROJECT,AMPJ100190,Keychain Orang Utan  ,GIFTING / STATIONERY,STATIONERY,1,15,,,TOURIST
2024-08-01,OR24080100510008,DORS,DO-P1,DF0001,DO1100230971,TUTTLE,TUTT100035,Origami Paper 6 X 200 Blue & White,GIFTING / STATIONERY,STATIONERY,1,14.17,,,EXPATS
2024-08-30,OR24083000520005,DORS,DO-P2,DF0025,DO2100223952,RE ERTH,REER100001,Multi-Targeted Elixir Serum 30ML,BEAUTY AND WELLNESS,SKINCARE,1,108,,,LOCAL/PR
2024-08-30,OR24083000510035,DORS,DO-P1,DF0025,WALK-IN,JDMIS,JDMIS00000,JDMIS Open Item,FASHION ACCESSORIES,0,1,330,,AC037,TOURIST
2024-09-02,OR24090200510004,DORS,DO-P1,DF0003,WALK-IN,TUTTLE,TUTT100035,Origami Paper 6 X 200 Blue & White,GIFTING / STATIONERY,STATIONERY,1,14.17,,,TOURIST
2024-08-14,OR24081400510016,DORS,DO-P1,DF0015,WALK-IN,TUTTLE,TUTT100035,Origami Paper 6 X 200 Blue & White,GIFTING / STATIONERY,STATIONERY,1,14.17,,,TOURIST
2024-08-30,OR24083000520006,DORS,DO-P2,DF0025,DO2100225388,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-08-30,OR24083000520006,DORS,DO-P2,DF0025,DO2100225388,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,38.41,,,
2024-09-22,OR24092200520016,DORS,DO-P2,DF0001,WALK-IN,TUTTLE,TUTT100035,Origami Paper 6 X 200 Blue & White,GIFTING / STATIONERY,STATIONERY,1,14.17,,,TOURIST
2024-08-30,OR24083000510039,DORS,DO-P1,DF0025,WALK-IN,EDEN&ELIE,EDEL100186,Modern Peranakan Narrow Bangle - Blue,FASHION ACCESSORIES,BRACELET,1,207,,,LOCAL/PR
2024-08-30,OR24083000510040,DORS,DO-P1,DF0025,WALK-IN,SINGLAPA,SILA100052,[Singlapa] SG Skyline Shopping Bag,FASHION ACCESSORIES,BAG,1,30.9,,,TOURIST
2024-08-30,OR24083000510041,DORS,DO-P1,DF0025,DO1100232233,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-30,OR24083000510042,DORS,DO-P1,DF0025,DO1100232234,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-07-27,OR24072700510072,DORS,DO-P1,DF0001,100214807,TUTTLE,TUTT100035,Origami Paper 6 X 200 Blue & White,GIFTING / STATIONERY,STATIONERY,1,14.17,,,
2024-08-30,OR24083000510042,DORS,DO-P1,DF0025,DO1100232234,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,2,28.62,,,LOCAL/PR
2024-08-30,OR24083000510042,DORS,DO-P1,DF0025,DO1100232234,TALKING TOES,TTOE100035,Talking Toes - Go for MILO Athletic Sock - M,FASHION ACCESSORIES,SOCK,1,16.9,,,LOCAL/PR
2024-08-30,OR24083000510042,DORS,DO-P1,DF0025,DO1100232234,TALKING TOES,TTOE100015,Talking Toes Kids Crew Socks (7-9 years),FASHION ACCESSORIES,KIDS SOCK,1,8.91,,,LOCAL/PR
2024-08-30,OR24083000510043,DORS,DO-P1,DF0025,WALK-IN,JDMIS,JDMIS00000,JDMIS Open Item,FASHION ACCESSORIES,0,1,706,,gbm125,TOURIST
2024-08-30,OR24083000510043,DORS,DO-P1,DF0025,WALK-IN,BENEW,BNEW100067,  Petal Perfection Body Butter Body Butter   ,BEAUTY AND WELLNESS,BODY CARE,2,61,,,TOURIST
2024-08-30,OR24083000520008,DORS,DO-P2,DF0009,WALK-IN,EVERYDAY CLUB,EDAY100101,Bun Bag  Black Sesame Regular ,FASHION ACCESSORIES,BAG,1,61.04,,,Local/PR
2024-08-30,OR24083000510045,DORS,DO-P1,DF0025,DO1100232235,THE ANIMAL PROJECT,AMPJ100130,Wide Tapered Mug w/Wooden Lid Panda,SMALL HOME FURNISHING,TABLEWARE,1,24,,,LOCAL/PR
2024-08-30,OR24083000510045,DORS,DO-P1,DF0025,DO1100232235,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-30,OR24083000510046,DORS,DO-P1,DF0004,DO1100232236,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-07-10,OR24071000510010,DORS,DO-P1,DF0016,WALK-IN,TUTTLE,TUTT100040,Origami Paper 4 x 500 Blue & White,GIFTING / STATIONERY,STATIONERY,1,18.53,,,Tourist
2024-08-30,OR24083000510047,DORS,DO-P1,DF0004,WALK-IN,SG MEMORIES,SGME100006,EDP Aranda 1965 (18ml),BEAUTY AND WELLNESS,FRAGRANCE,1,42,,,TOURIST
2024-08-30,OR24083000510047,DORS,DO-P1,DF0004,WALK-IN,SG MEMORIES,SGME100022,EDP Orchids By The Bay  (18ml),BEAUTY AND WELLNESS,FRAGRANCE,1,42,,,TOURIST
2024-08-30,OR24083000510048,DORS,DO-P1,DF0004,DO1100232237,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-30,OR24083000510001,DORS,DO-P1,DF0019,WALK-IN,THE WILD ARTSCAPADE,WILD100007,Slow Down Breathe Enamel Pin  ,FASHION ACCESSORIES,ENAMEL PIN,1,14.9,,,TOURIST
2024-08-30,OR24083000510002,DORS,DO-P1,DF0019,DO1100232221,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-30,OR24083000510003,DORS,DO-P1,DF0015,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,38.41,,,EXPATS
2024-08-30,OR24083000510004,DORS,DO-P1,DF0015,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,38.41,,,Expats
2024-08-30,OR24083000510004,DORS,DO-P1,DF0015,WALK-IN,THE ANIMAL PROJECT,AMPJ100134,Salt & Pepper Mill Set  Dog,SMALL HOME FURNISHING,TABLEWARE,1,50,,,Expats
2024-08-30,OR24083000520001,DORS,DO-P2,DF0015,WALK-IN,KELLY SER ATELIER,KELA100041,Singapore Collage Grocery Bag,FASHION ACCESSORIES,BAG,1,6,,,Tourist
2024-08-30,OR24083000520001,DORS,DO-P2,DF0015,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100061,Singapore Icons Kids (MRT & Gem Biscuit) Socks,FASHION ACCESSORIES,KIDS SOCK,1,15.3,,,TOURIST
2024-08-30,OR24083000520001,DORS,DO-P2,DF0015,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100036,Supertree Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,TOURIST
2024-08-30,OR24083000520001,DORS,DO-P2,DF0015,WALK-IN,TUTTLE,TUTT100001,Singapore Cooking hc,GIFTING / STATIONERY,STATIONERY,2,50.14,,,TOURIST
2024-08-30,OR24083000520001,DORS,DO-P2,DF0015,WALK-IN,SINGLAPA,SILA100021,[Singlapa] Singapore A-Z Tote Bag,FASHION ACCESSORIES,BAG,1,41,,,TOURIST
2024-08-30,OR24083000510005,DORS,DO-P1,DF0015,DO1100232222,SINGLAPA,SILA100076,[Singlapa] Chinese Floral Scarf,FASHION ACCESSORIES,SCARF,1,59,,,LOCAL/PR
2024-08-30,OR24083000510005,DORS,DO-P1,DF0015,DO1100232222,RARE BIRD,RARE100029, Peranakan Floral Stud - Rosy Pink,FASHION ACCESSORIES,EARRING,1,82,,,LOCAL/PR
2024-08-30,OR24083000510005,DORS,DO-P1,DF0015,DO1100232222,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-07-27,OR24072700510056,DORS,DO-P1,DF0015,WALK-IN,TUTTLE,TUTT100040,Origami Paper 4 x 500 Blue & White,GIFTING / STATIONERY,STATIONERY,1,18.53,,,
2024-09-01,OR24090100510035,DORS,DO-P1,DF0003,WALK-IN,TUTTLE,TUTT100044,40 Thank You Cards Cherry Blossom,GIFTING / STATIONERY,GREETING CARD,1,21.8,,,TOURIST
2024-07-31,OR24073100510007,DORS,DO-P1,DF0003,DO1100231848,TUTTLE,TUTT100050,SPD Fabric Journal A6,GIFTING / STATIONERY,STATIONERY,1,34.88,,,TOURIST
2024-08-01,OR24080100510008,DORS,DO-P1,DF0001,DO1100230971,TUTTLE,TUTT100061,Fantastic Origami Sea Creatures,GIFTING / STATIONERY,STATIONERY,1,30.52,,,EXPATS
2024-07-05,OR24070500510019,DORS,DO-P1,df0019,WALK-IN,TUTTLE,TUTT100061,Fantastic Origami Sea Creatures,GIFTING / STATIONERY,STATIONERY,1,30.52,,,Tourist
2024-08-14,OR24081400510016,DORS,DO-P1,DF0015,WALK-IN,TUTTLE,TUTT100061,Fantastic Origami Sea Creatures,GIFTING / STATIONERY,STATIONERY,1,30.52,,,TOURIST
2024-08-11,OR24081100510018,DORS,DO-P1,DF0001,WALK-IN,TUTTLE,TUTT100068,Complete Guide to Chinese Brush Painting 2,GIFTING / STATIONERY,STATIONERY,1,28.99,,,TOURIST
2024-07-20,OR24072000510060,DORS,DO-P1,DF0017,WALK-IN,TUTTLE,TUTT100075,PB Journal Lined: Yellow Melon,GIFTING / STATIONERY,STATIONERY,1,19.62,,,
2024-07-22,OR24072200510020,DORS,DO-P1,DF0004,WALK-IN,TUTTLE,TUTT100075,PB Journal Lined: Yellow Melon,GIFTING / STATIONERY,STATIONERY,1,19.62,,,LOCAL/PR
2024-08-24,OR24082400510076,DORS,DO-P1,DF0016,WALK-IN,TUTTLE,TUTT100075,PB Journal Lined: Yellow Melon,GIFTING / STATIONERY,STATIONERY,1,19.62,,,TOURIST
2024-08-21,OR24082100510036,DORS,DO-P1,DF0001,DO1100232140,TUTTLE,TUTT100076,How to Doodle: Complete Guide,GIFTING / STATIONERY,STATIONERY,1,27.25,,,TOURIST
2024-08-28,OR24082800510017,DORS,DO-P1,DF0007,WALK-IN,TUTTLE,TUTT100076,How to Doodle: Complete Guide,GIFTING / STATIONERY,STATIONERY,1,27.25,,,TOURIST
2024-07-28,OR24072800510004,DORS,DO-P1,DF0015,100214874,TUTTLE,TUTT100080,12 Note Cards Psychedelic Patterns,GIFTING / STATIONERY,GREETING CARD,1,19.62,,,
2024-08-11,OR24081100510018,DORS,DO-P1,DF0001,WALK-IN,TUTTLE,TUTT100087,Fabulous Paper Flowers,GIFTING / STATIONERY,STATIONERY,1,24.85,,,TOURIST
2024-08-29,OR24082900510018,DORS,DO-P1,DF0027,WALK-IN,TUTTLE,TUTT100087,Fabulous Paper Flowers,GIFTING / STATIONERY,STATIONERY,1,26.16,,,TOURIST
2024-08-03,OR24080300510075,DORS,DO-P1,DF0003,DO1100231917,TUTTLE,TUTT100099,12 Note Cards Cool Blue,GIFTING / STATIONERY,STATIONERY,1,19.62,,,TOURIST
2024-07-27,OR24072700510072,DORS,DO-P1,DF0001,100214807,TUTTLE,TUTT100099,12 Note Cards Cool Blue,GIFTING / STATIONERY,STATIONERY,1,19.62,,,
2024-09-29,OR24092900520001,DORS,DO-P2,DF0027,WALK-IN,TUTTLE,TUTT100099,12 Note Cards Cool Blue,GIFTING / STATIONERY,STATIONERY,1,19.62,,,TOURIST
2024-08-03,OR24080300510055,DORS,DO-P1,DF0003,DO1100231908,TUTTLE,TUTT100104,Note Cards Romantic Roses,GIFTING / STATIONERY,STATIONERY,1,21.8,,,LOCAL/PR
2024-08-03,OR24080300510075,DORS,DO-P1,DF0003,DO1100231917,TUTTLE,TUTT100104,Note Cards Romantic Roses,GIFTING / STATIONERY,STATIONERY,1,21.8,,,TOURIST
2024-09-08,OR24090800510008,DORS,DO-P1,DF0003,100216381,TUTTLE,TUTT100104,Note Cards Romantic Roses,GIFTING / STATIONERY,STATIONERY,1,21.8,,,TOURIST
2024-09-29,OR24092900520001,DORS,DO-P2,DF0027,WALK-IN,TUTTLE,TUTT100107,12 Note Cards Sunflower,GIFTING / STATIONERY,STATIONERY,1,21.8,,,TOURIST
2024-08-11,OR24081100510018,DORS,DO-P1,DF0001,WALK-IN,TUTTLE,TUTT100109,How To Draw Animals ,GIFTING / STATIONERY,STATIONERY,1,29.02,,,TOURIST
2024-09-25,OR24092500510040,DORS,DO-P1,DF0004,WEB00310,TUTTLE,TUTT100109,How To Draw Animals ,GIFTING / STATIONERY,STATIONERY,1,30.55,,,LOCAL/PR
2024-09-01,OR24090100520012,DORS,DO-P2,DF0017,WALK-IN,TUTTLE,TUTT100117,40 Thank You Cards Chrysanthemums,GIFTING / STATIONERY,STATIONERY,1,21.8,,,
2024-07-10,OR24071000510040,DORS,DO-P1,df0019,100212610,VOID DECK,VOID100005,Passager Black Cross over body bag,FASHION ACCESSORIES,BAG,1,196.2,,,Tourist
2024-07-14,OR24071400520020,DORS,DO-P2,DF0019,DO2100225119,VOID DECK,VOID100015,High Quality Bag Chain- Shoulder Strap,FASHION ACCESSORIES,ACCESSORY,1,81.75,,Yi Yang,
2024-07-01,OR24070100510030,DORS,DO-P1,df0016,DO1100231363,VOID DECK,VOID100028,Earrings decorate the ears,FASHION ACCESSORIES,ACCESSORY,1,21.79,,,Local/PR
2024-07-07,OR24070700520033,DORS,DO-P2,DF0001,DO2100225092,VOID DECK,VOID100029,Earrings decorate the ears,FASHION ACCESSORIES,ACCESSORY,1,17.43,,,Expats
2024-07-25,OR24072500510048,DORS,DO-P1,DF0007,WEB00310,VOID DECK,VOID100045,handmade ceramic cup,SMALL HOME FURNISHING,CUP,1,59.95,,,
2024-07-30,OR24073000510015,DORS,DO-P1,DF0003,DO1100231840,BOHEME SG,BOHE100024,Orchidea Single Earrings - Assorted,FASHION ACCESSORIES,EARRING,1,285,,,TOURIST
2024-07-30,OR24073000510015,DORS,DO-P1,DF0003,DO1100231840,BOHEME SG,BOHE100062,Masai Earrings,FASHION ACCESSORIES,EARRING,1,150,,,TOURIST
2024-07-30,OR24073000510015,DORS,DO-P1,DF0003,DO1100231840,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-30,OR24073000510016,DORS,DO-P1,DF0003,DO1100231841,BOHEME SG,BOHE100042,Kebun Ring,FASHION ACCESSORIES,RING,1,125,,,TOURIST
2024-07-30,OR24073000510016,DORS,DO-P1,DF0003,DO1100231841,BOHEME SG,BOHE100142,Disco Cuff - Petite,FASHION ACCESSORIES,BRACELET,1,165,,,TOURIST
2024-07-30,OR24073000510016,DORS,DO-P1,DF0003,DO1100231841,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-30,OR24073000510016,DORS,DO-P1,DF0003,DO1100231841,THE ANTECEDENT STORE,TASS100379,Minimalist 2: Red Agate - Bracelet (Tanish Resistant) ,FASHION ACCESSORIES,BRACELET,1,139.52,,,TOURIST
2024-07-30,OR24073000510017,DORS,DO-P1,DF0003,DO1100231840,EDEN&ELIE,EDEL100290,Spirit of Place Drop Necklace - Ocean,FASHION ACCESSORIES,NECKLACE,1,207,,,TOURIST
2024-07-30,OR24073000510018,DORS,DO-P1,DF0003,DO1100231840,FOUNDATION JEWELLERS,FDJW00000,FOUNDATION JEWELLERS,FINE JEWELLERY,0,1,3040,,18K PERANAKAN DIAMOND BUTTERFLY PENDANT,
2024-07-30,OR24073000510018,DORS,DO-P1,DF0003,DO1100231840,FOUNDATION JEWELLERS,FDJW00000,FOUNDATION JEWELLERS,FINE JEWELLERY,0,1,350,,18K GOLD CHAIN,
2024-07-30,OR24073000520003,DORS,DO-P2,DF0003,DO2100225191,CAELI ECO LUXE,CAEL100331,  Puff Sleeves Pleat Shirtdress White M ,FASHION APPAREL,Pleat Shirtdress,1,229,,,TOURIST
2024-07-30,OR24073000520003,DORS,DO-P2,DF0003,DO2100225191,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-30,OR24073000520004,DORS,DO-P2,DF0003,100221148,STRAIT LIGHTS,STRL100001,Orchard Candle 280G,SMALL HOME FURNISHING,CANDLE,1,58.35,,,
2024-07-30,OR24073000510019,DORS,DO-P1,DF0003,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,38.41,,,
2024-07-30,OR24073000510019,DORS,DO-P1,DF0003,WALK-IN,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,3,42.93,,,
2024-07-30,OR24073000510020,DORS,DO-P1,DF0003,DO1100231842,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-30,OR24073000520005,DORS,DO-P2,DF0003,DO2100225192,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-30,OR24073000520005,DORS,DO-P2,DF0003,DO2100225192,STRAIT LIGHTS,STRL100044,Palawan Beach Bracelet - 17cm,FASHION ACCESSORIES,BRACELET,1,48,,,
2024-07-30,OR24073000510021,DORS,DO-P1,DF0003,WALK-IN,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,3,42.93,,,
2024-07-30,OR24073000510021,DORS,DO-P1,DF0003,WALK-IN,TALKING TOES,TTOE100034,Talking Toes - Go for MILO Athletic Sock - S,FASHION ACCESSORIES,SOCK,2,30.42,,,
2024-07-30,OR24073000510021,DORS,DO-P1,DF0003,WALK-IN,TALKING TOES,TTOE100032,Talking Toes - Yummy Mamee Athletic Sock - S,FASHION ACCESSORIES,SOCK,1,15.21,,,
2024-07-30,OR24073000510022,DORS,DO-P1,DF0003,10028978,ARTISAN OF SENSE,ARTS100067,"Reed Diffuser - Thyme & Sage, 200ml",SMALL HOME FURNISHING,SPRAY,1,68,,,
2024-07-30,OR24073000510023,DORS,DO-P1,DF0019,DO1100225812,CAELI ECO LUXE,CAEL100224,Pleat Crop Top White S,FASHION APPAREL,LADIES TOP,1,99,,,LOCAL/PR
2024-07-30,OR24073000510024,DORS,DO-P1,DF0019,DO1100231843,FOUNDATION JEWELLERS,FDJW00000,FOUNDATION JEWELLERS,FINE JEWELLERY,0,1,1472,,18k PERANAKAN DIAMOND STAR NECKLACE,
2024-07-30,OR24073000510024,DORS,DO-P1,DF0019,DO1100231843,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-30,OR24073000510025,DORS,DO-P1,DF0019,WALK-IN,PURPLEANDPURE,PURP100012,Marigold Plantable Seed Notebook and Pencil Set,GIFTING / STATIONERY,STATIONERY,1,14.05,,,
2024-07-30,OR24073000510027,DORS,DO-P1,DF0019,WALK-IN,BAREBODIES,BARE100005,Nipstick - Clay 8cm,FASHION ACCESSORIES,LINGERIE,1,25.9,,,
2024-07-30,OR24073000520006,DORS,DO-P2,DF0019,DO2100224400,FRESHLY PRESSED SOCKS,FRPS100077,  R2 Socks Multi-colored  ,FASHION ACCESSORIES,SOCK,1,15.3,,,
2024-07-30,OR24073000520006,DORS,DO-P2,DF0019,DO2100224400,FRESHLY PRESSED SOCKS,FRPS100021,Gem Biscuit Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,
2024-07-30,OR24073000520006,DORS,DO-P2,DF0019,DO2100224400,FRESHLY PRESSED SOCKS,FRPS100001,Anakin Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,
2024-07-30,OR24073000520006,DORS,DO-P2,DF0019,DO2100224400,FRESHLY PRESSED SOCKS,FRPS100040,Nasi Lemak Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,
2024-07-30,OR24073000520006,DORS,DO-P2,DF0019,DO2100224400,FRESHLY PRESSED SOCKS,FRPS100049,Ice Cream Wafer Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,
